season,game_id,team_id,opponent_id,round,venue,result,GF,GA,xG,xGA,Poss,captain_id,Formation,Opp Formation
2223,945,18741,9616,02,Away,D,2.0,2.0,1.0,1.6,37.0,481.0,3-4-3,3-5-2
2223,1148,18741,19500,03,Home,W,1.0,0.0,1.7,0.7,50.0,481.0,3-4-3,3-5-2
2223,1135,18741,19490,04,Away,W,2.0,0.0,2.4,0.9,45.0,481.0,3-4-3,3-4-3
2223,1149,18741,18747,05,Away,D,1.0,1.0,0.6,1.2,61.0,481.0,3-4-3,4-2-3-1
2223,1024,18741,18708,06,Home,W,2.0,1.0,2.9,0.7,52.0,481.0,3-4-3,4-2-3-1
2223,1066,18741,19481,08,Home,W,6.0,2.0,2.2,1.8,44.0,481.0,3-4-3,4-1-4-1
2223,781,18741,9617,09,Away,L,1.0,3.0,1.6,2.4,36.0,481.0,3-4-3,4-3-3
2223,921,18741,19453,10,Away,W,1.0,0.0,0.8,0.7,41.0,481.0,3-5-2,3-4-3
2223,1004,18741,5794,11,Home,W,2.0,0.0,2.2,0.4,62.0,481.0,3-4-3,5-3-2
2223,1114,18741,18656,12,Away,L,0.0,2.0,0.6,1.5,48.0,481.0,3-5-2,4-2-3-1
2223,1126,18741,18716,13,Home,L,1.0,2.0,1.6,1.2,53.0,481.0,3-5-2,4-3-3
2223,858,18741,19568,14,Away,W,3.0,2.0,2.0,0.5,69.0,481.0,3-5-2,3-5-1-1
2223,1087,18741,1130849,15,Home,L,1.0,2.0,1.2,1.2,47.0,481.0,5-3-2,4-1-2-1-2
2223,1048,18741,1128631,16,Home,W,4.0,3.0,1.8,1.1,55.0,481.0,3-4-3,4-2-3-1
2223,894,18741,19571,17,Away,D,2.0,2.0,1.1,2.0,61.0,468.0,3-4-3,3-5-2
2223,827,18741,18711,18,Home,L,0.0,2.0,0.7,1.0,59.0,481.0,3-4-3,4-4-2
2223,983,18741,19467,19,Away,W,4.0,0.0,1.4,0.8,53.0,481.0,3-4-3,4-2-3-1
2223,791,18741,9617,20,Home,L,0.0,2.0,1.6,1.8,51.0,481.0,3-4-3,4-3-3
2223,1105,18741,50602,07,Away,L,2.0,4.0,0.8,2.3,42.0,481.0,3-4-3,4-2-3-1
2223,1034,18741,18708,21,Away,W,1.0,0.0,0.9,1.0,46.0,481.0,3-4-3,4-2-3-1
2223,1107,18741,50602,22,Home,W,1.0,0.0,1.4,1.3,36.0,481.0,3-4-3,4-4-2
2223,1074,18741,19481,23,Away,L,1.0,4.0,1.3,1.7,51.0,468.0,3-4-3,4-2-3-1
2223,1150,18741,18747,24,Home,W,2.0,0.0,1.5,0.5,57.0,468.0,3-4-3,3-4-3
2223,962,18741,9616,25,Home,W,2.0,0.0,0.8,0.4,41.0,468.0,3-4-3,4-2-3-1
2223,1151,18741,19500,26,Away,L,0.0,1.0,1.2,0.5,54.0,468.0,3-4-3,4-2-3-1
2223,1139,18741,19490,27,Home,W,3.0,1.0,2.0,1.5,55.0,468.0,3-4-3,4-3-2-1
2223,1146,18741,18732,28,Away,D,3.0,3.0,2.3,2.4,49.0,468.0,3-4-3,4-4-2
2223,1015,18741,5794,29,Away,D,1.0,1.0,1.4,0.9,61.0,481.0,3-4-3,4-1-4-1
2223,935,18741,19453,30,Home,W,2.0,1.0,0.8,1.4,35.0,481.0,3-4-3,4-2-3-1
2223,874,18741,19568,31,Home,L,2.0,3.0,2.2,1.3,58.0,481.0,3-4-3,3-4-3
2223,1132,18741,18716,32,Away,L,1.0,6.0,1.0,3.7,44.0,481.0,4-3-3,4-3-3
2223,1121,18741,18656,33,Home,D,2.0,2.0,2.5,2.0,40.0,468.0,3-4-3,4-2-3-1
2223,1096,18741,1130849,34,Away,L,3.0,4.0,2.0,2.2,33.0,468.0,3-4-3,4-3-3
2223,995,18741,19467,35,Home,W,1.0,0.0,0.9,0.4,56.0,468.0,3-4-3,4-3-3
2223,845,18741,18711,36,Away,L,1.0,2.0,1.4,1.2,52.0,468.0,3-4-3,4-4-2
2223,912,18741,19571,37,Home,L,1.0,3.0,1.7,1.2,61.0,468.0,4-4-2,4-3-3
2223,1063,18741,1128631,38,Away,W,4.0,1.0,2.2,1.5,48.0,468.0,4-4-2,5-4-1
2223,1098,18747,50602,01,Home,L,0.0,2.0,0.5,2.2,25.0,302.0,4-2-3-1,4-3-3
2223,1134,18747,19490,02,Away,L,0.0,1.0,2.1,1.3,57.0,302.0,4-3-3,3-4-1-2
2223,916,18747,19453,03,Home,L,0.0,2.0,0.8,1.7,50.0,302.0,4-2-3-1,3-5-1-1
2223,815,18747,18711,04,Away,W,1.0,0.0,0.6,0.5,42.0,302.0,3-5-2,4-3-1-2
2223,1149,18747,18741,05,Home,D,1.0,1.0,1.2,0.6,39.0,302.0,4-2-3-1,3-4-3
2223,949,18747,9616,06,Away,L,1.0,2.0,1.1,0.9,33.0,302.0,3-4-1-2,3-1-4-2
2223,1001,18747,5794,08,Away,L,0.0,1.0,1.0,0.4,47.0,302.0,4-2-3-1,4-3-3
2223,1152,18747,19500,09,Home,W,2.0,0.0,0.9,0.7,39.0,302.0,4-2-3-1,3-4-3
2223,1027,18747,18708,10,Home,W,3.0,1.0,2.4,0.7,50.0,302.0,4-2-3-1,4-2-3-1
2223,1144,18747,18732,11,Away,D,1.0,1.0,1.7,0.5,61.0,302.0,3-4-3,4-3-3
2223,1085,18747,1130849,12,Away,L,0.0,1.0,1.7,1.7,46.0,302.0,4-4-2,4-4-2
2223,857,18747,19568,13,Home,W,2.0,0.0,1.9,0.4,55.0,302.0,4-2-3-1,4-2-3-1
2223,1115,18747,18656,14,Away,L,0.0,1.0,1.1,1.2,47.0,302.0,4-2-3-1,4-2-3-1
2223,980,18747,19467,15,Home,L,1.0,2.0,0.3,1.0,42.0,302.0,4-2-3-1,4-3-3
2223,1070,18747,19481,16,Home,L,0.0,2.0,1.4,1.8,54.0,302.0,4-2-3-1,4-1-4-1
2223,788,18747,9617,17,Away,L,1.0,3.0,1.0,2.1,34.0,302.0,4-2-3-1,4-3-3
2223,895,18747,19571,18,Home,L,0.0,2.0,1.3,1.6,63.0,302.0,3-4-3,3-5-2
2223,1051,18747,1128631,19,Away,D,2.0,2.0,1.4,1.6,38.0,302.0,4-3-3,4-2-3-1
2223,1153,18747,19500,20,Away,L,0.0,1.0,1.1,0.9,42.0,302.0,4-3-3,4-2-3-1
2223,1011,18747,5794,21,Home,W,2.0,0.0,2.2,0.5,33.0,302.0,3-4-3,3-4-3
2223,1128,18747,18716,22,Away,D,1.0,1.0,1.0,1.0,38.0,302.0,3-4-3,4-3-3
2223,960,18747,9616,23,Home,D,1.0,1.0,1.3,1.1,29.0,302.0,3-4-3,4-2-3-1
2223,1150,18747,18741,24,Away,L,0.0,2.0,0.5,1.5,43.0,302.0,3-4-3,3-4-3
2223,1138,18747,19490,25,Home,W,4.0,0.0,2.7,0.4,49.0,302.0,4-3-3,4-3-2-1
2223,932,18747,19453,26,Away,L,0.0,4.0,0.3,3.5,35.0,302.0,4-2-3-1,4-2-3-1
2223,835,18747,18711,27,Home,D,1.0,1.0,2.1,1.5,41.0,302.0,4-1-4-1,4-2-3-1
2223,1147,18747,18732,29,Home,W,1.0,0.0,1.4,0.3,43.0,302.0,4-3-3,4-4-2
2223,1131,18747,18716,07,Home,L,1.0,5.0,1.0,3.3,42.0,302.0,4-2-3-1,4-3-3
2223,1037,18747,18708,30,Away,W,1.0,0.0,1.1,0.7,24.0,302.0,4-4-2,4-2-3-1
2223,804,18747,9617,31,Home,D,2.0,2.0,1.8,2.7,30.0,302.0,4-3-3,4-3-3
2223,875,18747,19568,32,Away,W,4.0,0.0,2.4,1.5,36.0,302.0,4-3-3,3-4-3
2223,1095,18747,1130849,33,Home,L,1.0,2.0,0.8,1.9,28.0,302.0,4-2-3-1,4-3-3
2223,994,18747,19467,34,Away,L,3.0,4.0,1.7,2.1,41.0,302.0,4-2-3-1,4-3-3
2223,1111,18747,50602,28,Away,L,0.0,3.0,0.4,2.3,31.0,2.0,4-2-3-1,3-2-4-1
2223,1122,18747,18656,35,Home,W,1.0,0.0,1.3,1.2,35.0,302.0,4-2-3-1,4-2-3-1
2223,911,18747,19571,36,Away,L,0.0,2.0,0.2,3.4,47.0,84.0,4-2-3-1,4-3-3
2223,1062,18747,1128631,37,Home,W,3.0,1.0,2.1,0.9,59.0,302.0,4-2-3-1,4-3-3
2223,1081,18747,19481,38,Away,L,1.0,2.0,1.4,1.4,52.0,302.0,4-2-3-1,4-2-3-1
2223,1044,19500,1128631,01,Away,L,1.0,2.0,1.3,0.8,60.0,1119.0,4-2-3-1,4-2-3-1
2223,1023,19500,18708,02,Home,D,0.0,0.0,0.9,1.5,59.0,1119.0,4-2-3-1,4-2-3-1
2223,1148,19500,18741,03,Away,L,0.0,1.0,0.7,1.7,50.0,1119.0,3-5-2,3-4-3
2223,1125,19500,18716,04,Home,D,1.0,1.0,0.7,1.7,37.0,1119.0,4-3-3,4-3-3
2223,850,19500,19568,05,Away,D,0.0,0.0,1.5,0.4,65.0,1119.0,4-3-3,4-4-2
2223,1143,19500,18732,06,Home,W,1.0,0.0,0.8,1.2,51.0,1119.0,4-3-3,4-2-3-1
2223,1101,19500,50602,08,Home,L,0.0,3.0,0.4,1.1,41.0,1119.0,4-3-3,4-3-3
2223,1152,19500,18747,09,Away,L,0.0,2.0,0.7,0.9,61.0,1119.0,3-4-3,4-2-3-1
2223,951,19500,9616,10,Away,L,0.0,3.0,1.1,1.9,43.0,663.0,4-2-3-1,4-2-3-1
2223,1136,19500,19490,11,Home,W,1.0,0.0,1.3,1.5,58.0,1119.0,4-2-3-1,4-3-3
2223,977,19500,19467,12,Away,L,1.0,2.0,0.8,1.2,49.0,1119.0,4-2-3-1,4-3-3
2223,1068,19500,19481,13,Home,L,0.0,4.0,2.1,0.9,60.0,1119.0,4-2-3-1,4-1-4-1
2223,891,19500,19571,14,Away,D,1.0,1.0,0.6,1.4,42.0,1119.0,4-2-3-1,4-3-3
2223,925,19500,19453,15,Home,L,2.0,3.0,1.2,1.5,29.0,1119.0,4-3-3,4-2-3-1
2223,787,19500,9617,16,Home,L,0.0,2.0,0.7,2.1,38.0,663.0,5-3-2,4-3-3
2223,1008,19500,5794,17,Away,W,2.0,1.0,0.8,1.7,42.0,1119.0,4-3-3,4-3-3
2223,1117,19500,18656,18,Home,L,0.0,1.0,0.7,2.0,46.0,1119.0,4-2-3-1,4-2-3-1
2223,828,19500,18711,19,Away,D,1.0,1.0,0.9,1.8,44.0,1119.0,4-2-3-1,4-4-2
2223,1153,19500,18747,20,Home,W,1.0,0.0,0.9,1.1,58.0,1119.0,4-2-3-1,4-3-3
2223,1106,19500,50602,21,Away,L,0.0,3.0,0.8,2.8,45.0,1119.0,4-3-3,3-2-4-1
2223,1089,19500,1130849,22,Home,W,3.0,0.0,2.0,1.8,41.0,1119.0,4-4-2,4-3-3
2223,1145,19500,18732,23,Away,W,2.0,1.0,0.8,1.1,59.0,1119.0,4-2-3-1,5-3-2
2223,868,19500,19568,24,Home,L,0.0,1.0,1.3,1.1,68.0,1119.0,4-2-3-1,4-2-3-1
2223,1036,19500,18708,25,Away,D,1.0,1.0,0.8,0.5,49.0,1119.0,4-4-2,4-2-3-1
2223,1091,19500,1130849,07,Away,L,0.0,2.0,0.8,2.6,43.0,1119.0,4-2-3-1,4-3-3
2223,1151,19500,18741,26,Home,W,1.0,0.0,0.5,1.2,46.0,1119.0,4-2-3-1,3-4-3
2223,1129,19500,18716,27,Away,L,1.0,2.0,1.1,1.8,57.0,1119.0,4-2-3-1,4-3-3
2223,1056,19500,1128631,28,Home,L,2.0,4.0,2.7,1.6,65.0,1119.0,4-3-3,4-2-3-1
2223,1140,19500,19490,29,Away,D,1.0,1.0,0.5,1.3,71.0,1119.0,4-2-3-1,4-3-2-1
2223,967,19500,9616,30,Home,W,1.0,0.0,0.6,1.1,38.0,880.0,4-4-2,4-3-3
2223,907,19500,19571,31,Home,W,2.0,0.0,0.8,1.1,50.0,880.0,4-4-2,4-3-3
2223,1078,19500,19481,32,Away,L,1.0,2.0,0.9,2.4,58.0,880.0,4-4-2,4-2-3-1
2223,993,19500,19467,33,Home,W,2.0,0.0,1.4,0.8,41.0,1119.0,4-4-2,4-3-3
2223,938,19500,19453,34,Away,L,0.0,6.0,0.8,3.3,43.0,1119.0,4-4-2,4-2-3-1
2223,844,19500,18711,35,Home,W,1.0,0.0,0.8,1.5,38.0,1119.0,4-4-2,4-4-2
2223,1123,19500,18656,36,Away,L,0.0,2.0,0.3,3.2,52.0,1119.0,4-4-2,4-2-3-1
2223,1021,19500,5794,37,Home,D,1.0,1.0,1.6,2.0,52.0,1119.0,4-4-2,4-1-4-1
2223,811,19500,9617,38,Away,L,0.0,5.0,0.5,2.8,49.0,880.0,4-3-3,4-3-3
2324,1154,9617,19490,01,Home,W,2.0,1.0,0.8,1.2,78.0,840.0,4-3-3,3-4-3
2324,1155,9617,19467,02,Away,W,1.0,0.0,2.0,1.0,53.0,840.0,4-3-3,4-2-3-1
2324,1156,9617,18708,03,Home,D,2.0,2.0,3.2,0.6,71.0,840.0,4-3-3,4-3-3
2324,1157,9617,18656,04,Home,W,3.0,1.0,2.3,0.9,55.0,840.0,4-3-3,4-2-3-1
2324,1158,9617,5794,05,Away,W,1.0,0.0,1.0,0.3,74.0,840.0,4-3-3,4-5-1
2324,1159,9617,18741,06,Home,D,2.0,2.0,1.8,1.4,47.0,840.0,4-3-3,4-2-3-1
2324,1160,9617,19568,07,Away,W,4.0,0.0,3.4,0.6,57.0,840.0,4-3-3,4-2-3-1
2324,1161,9617,50602,08,Home,W,1.0,0.0,0.4,0.5,49.0,840.0,4-3-3,4-3-3
2324,1162,9617,9616,09,Away,D,2.0,2.0,1.0,1.3,56.0,840.0,4-3-3,4-2-3-1
2324,1163,9617,19607,10,Home,W,5.0,0.0,2.8,0.0,67.0,172.0,4-3-3,4-4-2
2324,1164,9617,18716,11,Away,L,0.0,1.0,0.6,1.0,58.0,641.0,4-3-3,4-3-3
2324,1165,9617,19458,12,Home,W,3.0,1.0,1.8,0.3,63.0,641.0,4-3-3,4-4-2
2324,1166,9617,19571,13,Away,W,1.0,0.0,1.6,1.1,63.0,840.0,4-3-3,5-3-2
2324,1167,9617,19500,14,Home,W,2.0,1.0,2.8,0.7,57.0,840.0,4-3-3,3-5-2
2324,1168,9617,18516,15,Away,W,4.0,3.0,2.2,0.5,66.0,840.0,4-3-3,3-4-3
2324,1169,9617,18711,16,Away,L,0.0,1.0,1.4,0.6,61.0,840.0,4-3-3,4-4-1-1
2324,1170,9617,19453,17,Home,W,2.0,0.0,2.3,0.7,49.0,840.0,4-3-3,4-2-3-1
2324,1171,9617,1130849,18,Away,D,1.0,1.0,0.7,1.0,48.0,840.0,4-3-3,4-3-3
2324,1172,9617,18747,19,Home,L,0.0,2.0,2.7,1.4,73.0,840.0,4-3-3,4-2-3-1
2324,1173,9617,18708,20,Away,L,1.0,2.0,1.6,1.2,60.0,840.0,4-3-3,4-2-3-1
2324,1174,9617,19467,21,Home,W,5.0,0.0,3.3,0.3,60.0,840.0,4-3-3,3-4-3
2324,1175,9617,19490,22,Away,W,2.0,1.0,1.2,0.5,73.0,840.0,4-3-3,4-2-3-1
2324,1176,9617,1130849,23,Home,W,3.0,1.0,3.5,0.4,43.0,840.0,4-3-3,4-3-3
2324,1177,9617,18747,24,Away,W,6.0,0.0,3.6,0.2,70.0,840.0,4-3-3,4-2-3-1
2324,1178,9617,19458,25,Away,W,5.0,0.0,2.3,0.3,64.0,840.0,4-3-3,4-4-2
2324,1179,9617,18716,26,Home,W,4.0,1.0,2.8,0.2,55.0,840.0,4-3-3,4-3-3
2324,1180,9617,19607,27,Away,W,6.0,0.0,2.3,0.2,80.0,840.0,4-3-3,4-5-1
2324,1181,9617,19571,28,Home,W,2.0,1.0,1.3,1.0,71.0,840.0,4-3-3,3-5-2
2324,1182,9617,50602,30,Away,D,0.0,0.0,0.7,1.0,28.0,840.0,4-3-3,4-1-4-1
2324,1183,9617,18516,31,Home,W,2.0,0.0,0.7,0.3,58.0,840.0,4-3-3,3-4-3
2324,1184,9617,19453,32,Away,W,3.0,0.0,3.4,0.5,46.0,840.0,4-3-3,4-2-3-1
2324,1185,9617,18711,33,Home,L,0.0,2.0,1.6,0.9,52.0,840.0,4-3-3,4-2-3-1
2324,1186,9617,19500,34,Away,W,2.0,0.0,1.2,0.2,54.0,840.0,4-3-3,4-4-2
2324,1187,9617,9616,29,Home,W,5.0,0.0,3.3,1.6,45.0,840.0,4-3-3,4-2-3-1
2324,1188,9617,18741,35,Away,W,3.0,2.0,1.0,2.3,38.0,840.0,4-3-3,4-2-3-1
2324,1189,9617,19568,36,Home,W,3.0,0.0,3.3,0.5,55.0,840.0,4-3-3,4-3-3
2324,1190,9617,18656,37,Away,W,1.0,0.0,1.5,0.5,46.0,840.0,4-3-3,4-2-3-1
2324,1191,9617,5794,38,Home,W,2.0,1.0,2.9,0.6,68.0,840.0,4-3-3,4-4-1-1
2324,1192,18711,18716,01,Away,L,1.0,5.0,1.8,3.3,48.0,624.0,4-2-3-1,4-3-3
2324,1193,18711,5794,02,Home,W,4.0,0.0,2.9,0.6,60.0,624.0,4-2-3-1,4-1-4-1
2324,1194,18711,19458,03,Away,W,3.0,1.0,2.5,0.7,43.0,624.0,3-4-3,4-4-2
2324,1195,18711,1130849,04,Away,L,0.0,3.0,0.7,2.5,37.0,624.0,4-4-2,4-3-3
2324,1196,18711,19467,05,Home,W,3.0,1.0,3.0,1.2,66.0,624.0,4-2-3-1,4-4-1-1
2324,1197,18711,9616,06,Away,W,1.0,0.0,1.0,1.3,47.0,624.0,4-2-3-1,4-2-3-1
2324,1198,18711,19453,07,Home,W,6.0,1.0,1.6,1.7,39.0,624.0,4-2-3-1,4-2-3-1
2324,1199,18711,19500,08,Away,D,1.0,1.0,1.6,1.7,53.0,624.0,4-4-2,3-4-3
2324,1200,18711,18747,09,Home,W,4.0,1.0,1.9,1.1,58.0,624.0,4-4-2,4-2-3-1
2324,1201,18711,18516,10,Home,W,3.0,1.0,2.3,0.5,70.0,624.0,4-4-2,3-4-3
2324,1202,18711,19490,11,Away,L,0.0,2.0,1.2,0.4,73.0,624.0,4-4-2,4-3-3
2324,1203,18711,18708,12,Home,W,3.0,1.0,3.0,0.9,51.0,624.0,4-2-2-2,4-2-3-1
2324,1204,18711,18741,13,Away,W,2.0,1.0,1.7,2.3,38.0,624.0,4-4-2,4-2-3-1
2324,1205,18711,19568,14,Away,D,2.0,2.0,0.7,2.0,62.0,624.0,4-4-2,4-2-3-1
2324,1206,18711,50602,15,Home,W,1.0,0.0,2.3,0.6,46.0,624.0,4-4-1-1,3-2-4-1
2324,1169,18711,9617,16,Home,W,1.0,0.0,0.6,1.4,39.0,624.0,4-4-1-1,4-3-3
2324,1207,18711,19571,17,Away,W,2.0,1.0,1.4,0.5,66.0,624.0,3-5-2,3-5-2
2324,1208,18711,19607,18,Home,D,1.0,1.0,0.9,0.6,77.0,624.0,4-4-1-1,3-4-3
2324,1209,18711,18656,19,Away,L,2.0,3.0,1.7,1.1,54.0,624.0,4-2-3-1,4-2-3-1
2324,1210,18711,19458,20,Home,W,3.0,2.0,3.2,1.2,64.0,624.0,4-4-1-1,4-4-2
2324,1211,18711,5794,21,Away,D,0.0,0.0,1.2,1.1,68.0,624.0,4-4-2,4-2-3-1
2324,1212,18711,18716,22,Home,L,1.0,3.0,1.4,2.6,61.0,624.0,4-4-2,4-3-3
2324,1213,18711,19607,23,Away,W,5.0,0.0,2.2,1.4,63.0,624.0,4-2-3-1,5-4-1
2324,1214,18711,18656,24,Home,L,1.0,2.0,2.4,1.8,56.0,624.0,4-2-3-1,4-2-3-1
2324,1215,18711,18708,25,Away,W,2.0,1.0,1.5,1.5,48.0,624.0,4-2-3-1,4-2-3-1
2324,1216,18711,19490,26,Home,W,4.0,2.0,3.6,2.6,58.0,624.0,4-2-3-1,4-2-3-1
2324,1217,18711,18516,27,Away,W,3.0,2.0,1.9,1.8,54.0,624.0,4-2-3-1,3-4-3
2324,1218,18711,18741,28,Home,L,0.0,4.0,0.8,1.5,32.0,624.0,5-3-2,4-2-3-1
2324,1219,18711,18747,29,Away,D,1.0,1.0,0.7,2.0,69.0,358.0,4-4-2,4-2-3-1
2324,1220,18711,19500,30,Home,W,2.0,0.0,1.0,1.5,48.0,358.0,4-4-2,3-4-3
2324,1221,18711,50602,31,Away,L,1.0,4.0,0.8,3.4,33.0,333.0,4-2-3-1,4-2-3-1
2324,1222,18711,19571,32,Home,D,3.0,3.0,1.5,1.5,69.0,624.0,4-4-1-1,3-5-2
2324,1185,18711,9617,33,Away,W,2.0,0.0,0.9,1.6,48.0,624.0,4-2-3-1,4-3-3
2324,1223,18711,19568,34,Home,W,3.0,1.0,2.4,1.8,56.0,624.0,4-2-3-1,4-2-3-1
2324,1224,18711,9616,35,Home,D,2.0,2.0,1.1,1.6,29.0,624.0,4-4-1-1,4-2-3-1
2324,1225,18711,19453,36,Away,L,0.0,1.0,0.1,2.5,48.0,624.0,4-2-3-1,4-2-3-1
2324,1226,18711,1130849,37,Home,D,3.0,3.0,3.1,1.7,41.0,624.0,4-2-3-1,4-3-3
2324,1227,18711,19467,38,Away,L,0.0,5.0,0.9,2.5,46.0,624.0,4-4-2,3-4-3
2324,1228,19568,18747,01,Home,D,1.0,1.0,1.3,1.1,62.0,955.0,4-2-3-1,4-2-3-1
2324,1229,19568,1130849,02,Away,L,1.0,3.0,1.3,3.0,36.0,955.0,4-2-3-1,4-3-3
2324,1230,19568,18741,03,Home,L,0.0,2.0,0.7,2.1,44.0,955.0,4-2-3-1,4-2-3-1
2324,1231,19568,19571,04,Away,D,2.0,2.0,2.1,2.9,40.0,955.0,4-2-3-1,4-3-3
2324,1232,19568,9616,05,Home,D,0.0,0.0,1.0,1.8,36.0,955.0,4-2-3-1,4-2-3-1
2324,1233,19568,19453,06,Away,L,1.0,3.0,1.1,1.9,39.0,955.0,4-2-3-1,4-2-3-1
2324,1160,19568,9617,07,Home,L,0.0,4.0,0.6,3.4,43.0,955.0,4-2-3-1,4-3-3
2324,1234,19568,5794,08,Away,L,0.0,3.0,0.7,2.4,52.0,955.0,4-2-3-1,4-4-1-1
2324,1235,19568,19500,09,Home,L,1.0,2.0,0.6,2.4,35.0,955.0,4-2-3-1,3-4-3
2324,1236,19568,19458,10,Home,W,2.0,1.0,1.1,0.8,45.0,770.0,4-2-3-1,4-3-3
2324,1237,19568,50602,11,Away,L,1.0,6.0,0.9,1.9,35.0,770.0,5-4-1,3-4-3
2324,1238,19568,18716,12,Home,W,2.0,0.0,2.4,0.5,48.0,955.0,4-2-3-1,4-3-3
2324,1239,19568,19607,13,Away,W,3.0,1.0,2.9,0.8,54.0,955.0,4-2-3-1,3-4-3
2324,1205,19568,18711,14,Home,D,2.0,2.0,2.0,0.7,38.0,955.0,4-2-3-1,4-4-2
2324,1240,19568,19467,15,Away,W,2.0,0.0,1.8,1.0,41.0,955.0,4-2-3-1,4-2-3-1
2324,1241,19568,18656,16,Away,W,3.0,0.0,1.5,1.1,32.0,955.0,4-2-3-1,4-2-3-1
2324,1242,19568,19490,18,Away,W,3.0,2.0,1.6,1.0,66.0,955.0,4-2-3-1,4-2-3-1
2324,1243,19568,18708,19,Home,W,3.0,0.0,1.8,0.3,43.0,955.0,4-2-3-1,4-2-3-1
2324,1244,19568,18741,20,Away,L,1.0,3.0,1.7,2.3,50.0,955.0,4-2-3-1,4-3-3
2324,1245,19568,1130849,21,Home,L,0.0,4.0,1.4,1.5,40.0,955.0,4-2-3-1,4-3-3
2324,1246,19568,18747,22,Away,D,1.0,1.0,1.2,1.4,52.0,955.0,4-2-3-1,4-3-2-1
2324,1247,19568,19490,23,Home,D,1.0,1.0,1.3,0.5,45.0,955.0,4-2-3-1,4-2-3-1
2324,1248,19568,18708,24,Away,L,1.0,3.0,1.8,1.6,51.0,955.0,4-2-3-1,4-2-3-1
2324,1249,19568,18716,25,Away,D,2.0,2.0,2.2,2.2,38.0,955.0,4-2-3-1,4-3-3
2324,1250,19568,50602,26,Home,L,0.0,1.0,0.9,1.6,38.0,955.0,4-2-3-1,3-2-4-1
2324,1251,19568,19458,27,Away,W,2.0,0.0,1.1,1.5,26.0,955.0,4-2-3-1,4-4-2
2324,1252,19568,19607,28,Home,D,2.0,2.0,3.3,1.2,69.0,955.0,4-2-3-1,3-5-2
2324,1253,19568,18516,17,Home,W,4.0,3.0,2.3,2.0,59.0,955.0,4-2-3-1,3-4-3
2324,1254,19568,5794,30,Home,W,2.0,1.0,1.3,1.0,48.0,955.0,4-2-3-1,4-4-1-1
2324,1255,19568,19467,31,Home,W,1.0,0.0,1.1,0.2,50.0,955.0,4-3-3,3-4-3
2324,1256,19568,18516,32,Away,L,1.0,2.0,0.4,1.5,45.0,955.0,4-2-3-1,3-4-3
2324,1257,19568,18656,33,Home,D,2.0,2.0,1.6,1.2,43.0,955.0,4-2-3-1,4-2-3-1
2324,1223,19568,18711,34,Away,L,1.0,3.0,1.8,2.4,44.0,955.0,4-2-3-1,4-2-3-1
2324,1258,19568,19500,29,Away,W,1.0,0.0,1.9,0.5,37.0,17.0,4-2-3-1,4-1-4-1
2324,1259,19568,19453,35,Home,W,3.0,0.0,1.9,0.9,31.0,17.0,4-4-2,4-2-3-1
2324,1189,19568,9617,36,Away,L,0.0,3.0,0.5,3.3,45.0,17.0,4-3-3,4-3-3
2324,1260,19568,19571,37,Home,L,1.0,2.0,0.7,1.1,48.0,17.0,4-2-3-1,4-3-3
2324,1261,19568,9616,38,Away,L,1.0,2.0,2.2,1.1,39.0,955.0,4-2-3-1,4-2-3-1
2324,1262,19571,18741,01,Home,D,2.0,2.0,2.2,1.3,31.0,225.0,5-3-2,4-2-3-1
2324,1263,19571,18708,02,Away,W,3.0,0.0,3.7,0.5,45.0,225.0,4-3-3,4-3-3
2324,1264,19571,19467,03,Home,D,1.0,1.0,1.0,0.8,60.0,225.0,4-3-3,4-2-3-1
2324,1231,19571,19568,04,Home,D,2.0,2.0,2.9,2.1,60.0,225.0,4-3-3,4-2-3-1
2324,1265,19571,18716,05,Away,L,0.0,1.0,0.5,1.4,44.0,225.0,5-3-2,4-3-3
2324,1266,19571,5794,06,Home,L,1.0,3.0,1.0,1.9,57.0,225.0,4-3-3,4-4-1-1
2324,1267,19571,19490,07,Away,D,1.0,1.0,1.6,0.5,59.0,225.0,4-3-3,4-3-3
2324,1268,19571,18656,08,Away,L,1.0,2.0,0.9,1.4,36.0,225.0,3-5-2,4-2-3-1
2324,1269,19571,19458,09,Home,W,3.0,0.0,3.1,1.1,50.0,225.0,4-3-3,4-2-3-1
2324,1270,19571,9616,10,Away,W,2.0,0.0,2.2,1.9,32.0,225.0,3-5-2,4-2-3-1
2324,1271,19571,18747,11,Home,W,3.0,2.0,1.5,1.8,58.0,225.0,4-3-3,4-4-2
2324,1272,19571,1130849,12,Away,L,0.0,3.0,1.6,1.7,42.0,225.0,5-3-2,4-3-3
2324,1166,19571,9617,13,Home,L,0.0,1.0,1.1,1.6,37.0,225.0,5-3-2,4-3-3
2324,1273,19571,18516,14,Home,W,3.0,1.0,3.1,0.2,68.0,225.0,4-3-3,3-4-3
2324,1274,19571,19453,15,Away,L,1.0,2.0,1.5,1.5,39.0,1264.0,4-4-2,4-2-3-1
2324,1275,19571,19607,16,Away,L,0.0,1.0,0.6,0.8,59.0,225.0,4-3-3,4-1-4-1
2324,1207,19571,18711,17,Home,L,1.0,2.0,0.5,1.4,34.0,225.0,3-5-2,3-5-2
2324,1276,19571,19500,19,Home,L,1.0,4.0,2.2,2.4,60.0,225.0,4-3-3,3-4-3
